timestamp,name,host,wwid,io_time,iops_in_progress,merged_reads,merged_writes,read_bytes,read_time,reads,weighted_io_time,write_bytes,write_time,writes
1713535260,disk,953819b80c6a,,,,,,,,,,,,
1713535260,disk,953819b80c6a,,,,,,,,,,,,
1713535260,disk,953819b80c6a,,,,,,,,,,,,
1713535260,disk,953819b80c6a,,,,,,,,,,,,
1713535260,diskio,953819b80c6a,,20,0,0,0,358400,8,45,8,0,0,0
1713535260,diskio,953819b80c6a,,360,0,0,0,3590144,16,231,16,0,0,0
1713535260,diskio,953819b80c6a,,16,0,0,0,1089536,7,57,7,0,0,0
1713535260,diskio,953819b80c6a,,268,0,21,0,11942912,41,320,41,1024,0,2
1713535260,diskio,953819b80c6a,,24,0,0,0,1129472,8,60,8,0,0,0
1713535260,diskio,953819b80c6a,,12,0,0,0,17408,0,14,0,0,0,0
1713535260,diskio,953819b80c6a,,20,0,0,0,1099776,13,57,13,0,0,0
1713535260,diskio,953819b80c6a,,560,0,0,0,6549504,35,485,35,0,0,0
1713535260,diskio,953819b80c6a,,20,0,0,0,1134592,9,58,9,0,0,0
1713535260,diskio,953819b80c6a,,24,0,0,0,1102848,15,61,15,0,0,0
1713535260,diskio,953819b80c6a,,20,0,0,0,355328,4,43,4,0,0,0
1713535260,diskio,953819b80c6a,,24,0,0,0,357376,10,43,10,0,0,0
1713535260,diskio,953819b80c6a,,20,0,0,0,1096704,21,55,21,0,0,0
1713535260,diskio,953819b80c6a,,20,0,0,0,1111040,8,52,8,0,0,0
1713535260,diskio,953819b80c6a,,48,0,0,0,321536,1,32,1,0,0,0
1713535260,diskio,953819b80c6a,,16,0,0,0,55296,2,20,2,0,0,0
1713535260,diskio,953819b80c6a,,424,0,0,0,10165248,72,3448,72,0,0,0
1713535260,diskio,953819b80c6a,,1468,0,0,0,21958656,54,596,54,0,0,0
1713535260,diskio,953819b80c6a,,24,0,0,0,1098752,11,54,11,0,0,0
1713535260,diskio,953819b80c6a,,16,0,0,0,368640,4,48,4,0,0,0
1713535260,diskio,953819b80c6a,nvme.1c5c-465943314e30313139313133303143325a-534b2068796e69782042433731312048464d3531324744334a583031334e-00000001,595164,0,37928,336201,4198903808,21701,117493,767910,8893510656,670640,554080
1713535260,diskio,953819b80c6a,,1140,0,0,0,80183296,217,4144,217,0,0,0
1713535260,diskio,953819b80c6a,,16,0,0,0,372736,7,50,7,0,0,0
1713535260,diskio,953819b80c6a,,594648,0,37907,336201,4177257472,21587,116620,692228,8893509632,670640,554078
1713535260,diskio,953819b80c6a,,1356,0,0,0,81613824,213,1563,213,0,0,0
1713535260,diskio,953819b80c6a,,32,0,0,0,1117184,7,61,7,0,0,0
1713535260,diskio,953819b80c6a,,16,0,0,0,359424,5,43,5,0,0,0
1713535260,diskio,953819b80c6a,,4,0,0,0,14336,0,11,0,0,0,0
1713535270,cpu,953819b80c6a,,,,,,,,,,,,
1713535270,cpu,953819b80c6a,,,,,,,,,,,,
1713535270,cpu,953819b80c6a,,,,,,,,,,,,
1713535270,cpu,953819b80c6a,,,,,,,,,,,,
1713535270,cpu,953819b80c6a,,,,,,,,,,,,
1713535270,cpu,953819b80c6a,,,,,,,,,,,,
1713535270,cpu,953819b80c6a,,,,,,,,,,,,
1713535270,cpu,953819b80c6a,,,,,,,,,,,,
1713535270,cpu,953819b80c6a,,,,,,,,,,,,
1713535270,diskio,953819b80c6a,,1140,0,0,0,80183296,217,4144,217,0,0,0
1713535270,diskio,953819b80c6a,,24,0,0,0,1129472,8,60,8,0,0,0
1713535270,diskio,953819b80c6a,,12,0,0,0,17408,0,14,0,0,0,0
1713535270,diskio,953819b80c6a,,48,0,0,0,321536,1,32,1,0,0,0
1713535270,diskio,953819b80c6a,,4,0,0,0,14336,0,11,0,0,0,0
1713535270,diskio,953819b80c6a,,16,0,0,0,368640,4,48,4,0,0,0
1713535270,diskio,953819b80c6a,,560,0,0,0,6549504,35,485,35,0,0,0
1713535270,diskio,953819b80c6a,,20,0,0,0,1096704,21,55,21,0,0,0
1713535270,disk,953819b80c6a,,,,,,,,,,,,
1713535270,diskio,953819b80c6a,,24,0,0,0,357376,10,43,10,0,0,0
1713535270,disk,953819b80c6a,,,,,,,,,,,,
1713535270,diskio,953819b80c6a,,20,0,0,0,358400,8,45,8,0,0,0
1713535270,disk,953819b80c6a,,,,,,,,,,,,
1713535270,disk,953819b80c6a,,,,,,,,,,,,
1713535270,diskio,953819b80c6a,,24,0,0,0,1098752,11,54,11,0,0,0
1713535270,diskio,953819b80c6a,,360,0,0,0,3590144,16,231,16,0,0,0
1713535270,diskio,953819b80c6a,nvme.1c5c-465943314e30313139313133303143325a-534b2068796e69782042433731312048464d3531324744334a583031334e-00000001,595232,0,37928,336310,4198903808,21701,117493,768041,8895874048,670758,554487
1713535270,diskio,953819b80c6a,,20,0,0,0,1111040,8,52,8,0,0,0
1713535270,diskio,953819b80c6a,,24,0,0,0,1102848,15,61,15,0,0,0
1713535270,diskio,953819b80c6a,,1468,0,0,0,21958656,54,596,54,0,0,0
1713535270,diskio,953819b80c6a,,16,0,0,0,372736,7,50,7,0,0,0
1713535270,diskio,953819b80c6a,,594716,0,37907,336310,4177257472,21587,116620,692346,8895873024,670758,554485
1713535270,diskio,953819b80c6a,,20,0,0,0,1134592,9,58,9,0,0,0
1713535270,diskio,953819b80c6a,,16,0,0,0,55296,2,20,2,0,0,0
1713535270,diskio,953819b80c6a,,268,0,21,0,11942912,41,320,41,1024,0,2
1713535270,diskio,953819b80c6a,,424,0,0,0,10165248,72,3448,72,0,0,0
1713535270,diskio,953819b80c6a,,20,0,0,0,355328,4,43,4,0,0,0
1713535270,diskio,953819b80c6a,,16,0,0,0,1089536,7,57,7,0,0,0
1713535270,diskio,953819b80c6a,,20,0,0,0,1099776,13,57,13,0,0,0
1713535270,diskio,953819b80c6a,,1356,0,0,0,81613824,213,1563,213,0,0,0
1713535270,diskio,953819b80c6a,,32,0,0,0,1117184,7,61,7,0,0,0
1713535270,diskio,953819b80c6a,,16,0,0,0,359424,5,43,5,0,0,0
1713535280,cpu,953819b80c6a,,,,,,,,,,,,
1713535280,cpu,953819b80c6a,,,,,,,,,,,,
1713535280,cpu,953819b80c6a,,,,,,,,,,,,
1713535280,cpu,953819b80c6a,,,,,,,,,,,,
1713535280,cpu,953819b80c6a,,,,,,,,,,,,
1713535280,cpu,953819b80c6a,,,,,,,,,,,,
1713535280,cpu,953819b80c6a,,,,,,,,,,,,
1713535280,cpu,953819b80c6a,,,,,,,,,,,,
1713535280,cpu,953819b80c6a,,,,,,,,,,,,
1713535280,disk,953819b80c6a,,,,,,,,,,,,
1713535280,disk,953819b80c6a,,,,,,,,,,,,
1713535280,disk,953819b80c6a,,,,,,,,,,,,
1713535280,disk,953819b80c6a,,,,,,,,,,,,
1713535280,diskio,953819b80c6a,,16,0,0,0,372736,7,50,7,0,0,0
1713535280,diskio,953819b80c6a,,560,0,0,0,6549504,35,485,35,0,0,0
1713535280,diskio,953819b80c6a,,1356,0,0,0,81613824,213,1563,213,0,0,0
1713535280,diskio,953819b80c6a,,360,0,0,0,3590144,16,231,16,0,0,0
1713535280,diskio,953819b80c6a,nvme.1c5c-465943314e30313139313133303143325a-534b2068796e69782042433731312048464d3531324744334a583031334e-00000001,595328,0,37928,336400,4198903808,21701,117493,768141,8897065984,670846,554560
1713535280,diskio,953819b80c6a,,1140,0,0,0,80183296,217,4144,217,0,0,0
1713535280,diskio,953819b80c6a,,20,0,0,0,358400,8,45,8,0,0,0
1713535280,diskio,953819b80c6a,,20,0,0,0,1134592,9,58,9,0,0,0
1713535280,diskio,953819b80c6a,,20,0,0,0,355328,4,43,4,0,0,0
1713535280,diskio,953819b80c6a,,32,0,0,0,1117184,7,61,7,0,0,0
1713535280,diskio,953819b80c6a,,4,0,0,0,14336,0,11,0,0,0,0
1713535280,diskio,953819b80c6a,,424,0,0,0,10165248,72,3448,72,0,0,0
1713535280,diskio,953819b80c6a,,48,0,0,0,321536,1,32,1,0,0,0
1713535280,diskio,953819b80c6a,,24,0,0,0,357376,10,43,10,0,0,0
1713535280,diskio,953819b80c6a,,20,0,0,0,1096704,21,55,21,0,0,0
1713535280,diskio,953819b80c6a,,594812,0,37907,336400,4177257472,21587,116620,692433,8897064960,670845,554558
1713535280,diskio,953819b80c6a,,24,0,0,0,1098752,11,54,11,0,0,0
1713535280,diskio,953819b80c6a,,1468,0,0,0,21958656,54,596,54,0,0,0
1713535280,diskio,953819b80c6a,,20,0,0,0,1099776,13,57,13,0,0,0
1713535280,diskio,953819b80c6a,,24,0,0,0,1102848,15,61,15,0,0,0
1713535280,diskio,953819b80c6a,,12,0,0,0,17408,0,14,0,0,0,0
1713535280,diskio,953819b80c6a,,20,0,0,0,1111040,8,52,8,0,0,0
1713535280,diskio,953819b80c6a,,16,0,0,0,1089536,7,57,7,0,0,0
1713535280,diskio,953819b80c6a,,24,0,0,0,1129472,8,60,8,0,0,0
1713535280,diskio,953819b80c6a,,16,0,0,0,368640,4,48,4,0,0,0
1713535280,diskio,953819b80c6a,,268,0,21,0,11942912,41,320,41,1024,0,2
1713535280,diskio,953819b80c6a,,16,0,0,0,359424,5,43,5,0,0,0
1713535280,diskio,953819b80c6a,,16,0,0,0,55296,2,20,2,0,0,0
1713535290,cpu,953819b80c6a,,,,,,,,,,,,
1713535290,cpu,953819b80c6a,,,,,,,,,,,,
1713535290,cpu,953819b80c6a,,,,,,,,,,,,
1713535290,cpu,953819b80c6a,,,,,,,,,,,,
1713535290,cpu,953819b80c6a,,,,,,,,,,,,
1713535290,cpu,953819b80c6a,,,,,,,,,,,,
1713535290,cpu,953819b80c6a,,,,,,,,,,,,
1713535290,cpu,953819b80c6a,,,,,,,,,,,,
1713535290,cpu,953819b80c6a,,,,,,,,,,,,
1713535290,diskio,953819b80c6a,,268,0,21,0,11942912,41,320,41,1024,0,2
1713535290,diskio,953819b80c6a,,48,0,0,0,321536,1,32,1,0,0,0
1713535290,diskio,953819b80c6a,,16,0,0,0,368640,4,48,4,0,0,0
1713535290,disk,953819b80c6a,,,,,,,,,,,,
1713535290,diskio,953819b80c6a,,16,0,0,0,55296,2,20,2,0,0,0
1713535290,disk,953819b80c6a,,,,,,,,,,,,
1713535290,diskio,953819b80c6a,,12,0,0,0,17408,0,14,0,0,0,0
1713535290,disk,953819b80c6a,,,,,,,,,,,,
1713535290,disk,953819b80c6a,,,,,,,,,,,,
1713535290,diskio,953819b80c6a,nvme.1c5c-465943314e30313139313133303143325a-534b2068796e69782042433731312048464d3531324744334a583031334e-00000001,595416,0,37928,336482,4198903808,21701,117493,768487,8898016256,671182,554664
1713535290,diskio,953819b80c6a,,24,0,0,0,1102848,15,61,15,0,0,0
1713535290,diskio,953819b80c6a,,360,0,0,0,3590144,16,231,16,0,0,0
1713535290,diskio,953819b80c6a,,20,0,0,0,355328,4,43,4,0,0,0
1713535290,diskio,953819b80c6a,,1468,0,0,0,21958656,54,596,54,0,0,0
1713535290,diskio,953819b80c6a,,24,0,0,0,357376,10,43,10,0,0,0
1713535290,diskio,953819b80c6a,,1356,0,0,0,81613824,213,1563,213,0,0,0
1713535290,diskio,953819b80c6a,,32,0,0,0,1117184,7,61,7,0,0,0
1713535290,diskio,953819b80c6a,,24,0,0,0,1129472,8,60,8,0,0,0
1713535290,diskio,953819b80c6a,,16,0,0,0,372736,7,50,7,0,0,0
1713535290,diskio,953819b80c6a,,20,0,0,0,1134592,9,58,9,0,0,0
1713535290,diskio,953819b80c6a,,16,0,0,0,1089536,7,57,7,0,0,0
1713535290,diskio,953819b80c6a,,20,0,0,0,1099776,13,57,13,0,0,0
1713535290,diskio,953819b80c6a,,20,0,0,0,1096704,21,55,21,0,0,0
1713535290,diskio,953819b80c6a,,594900,0,37907,336482,4177257472,21587,116620,692770,8898015232,671182,554662
1713535290,diskio,953819b80c6a,,24,0,0,0,1098752,11,54,11,0,0,0
1713535290,diskio,953819b80c6a,,16,0,0,0,359424,5,43,5,0,0,0
1713535290,diskio,953819b80c6a,,4,0,0,0,14336,0,11,0,0,0,0
1713535290,diskio,953819b80c6a,,20,0,0,0,358400,8,45,8,0,0,0
1713535290,diskio,953819b80c6a,,20,0,0,0,1111040,8,52,8,0,0,0
1713535290,diskio,953819b80c6a,,560,0,0,0,6549504,35,485,35,0,0,0
1713535290,diskio,953819b80c6a,,1140,0,0,0,80183296,217,4144,217,0,0,0
1713535290,diskio,953819b80c6a,,424,0,0,0,10165248,72,3448,72,0,0,0
